invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,sales,cogs,profit,inventory_days,movement_type,profit_margin,overstock_alert
I334155,C992695,Female,22,Books,3,45.45,Debit Card,15-12-2022,Viaport Outlet,136.35000000000002,95.44500000000001,40.905000000000015,62,Fast Moving,30.000000000000004,Healthy
I724379,C178176,Female,51,Clothing,1,300.08,Debit Card,26-12-2021,Metropol AVM,300.08,210.05599999999998,90.024,59,Fast Moving,30.000000000000004,Healthy
I843249,C211245,Male,53,Cosmetics,4,162.64,Cash,04-01-2021,Kanyon,650.56,455.39199999999994,195.168,94,Slow Moving,30.000000000000004,Healthy
I292746,C139231,Female,54,Clothing,5,1500.4,Credit Card,27-04-2022,Viaport Outlet,7502.0,5251.4,2250.6000000000004,105,Slow Moving,30.000000000000004,Healthy
I230701,C339339,Male,34,Clothing,2,600.16,Credit Card,19-02-2023,Emaar Square Mall,1200.32,840.2239999999999,360.096,94,Slow Moving,30.000000000000004,Healthy
I230983,C321993,Female,49,Clothing,1,300.08,Credit Card,02-03-2023,Kanyon,300.08,210.05599999999998,90.024,66,Fast Moving,30.000000000000004,Healthy
I313187,C226519,Female,41,Souvenir,4,46.92,Cash,28-01-2021,Kanyon,187.68,131.376,56.304,27,Fast Moving,30.0,Healthy
I206607,C715684,Female,34,Clothing,1,300.08,Credit Card,19-06-2021,Kanyon,300.08,210.05599999999998,90.024,13,Fast Moving,30.000000000000004,Healthy
I323928,C328195,Female,59,Cosmetics,3,121.98,Cash,16-07-2021,Cevahir AVM,365.94,256.15799999999996,109.78200000000004,16,Fast Moving,30.00000000000001,Healthy
I374693,C284366,Female,20,Food & Beverage,2,10.46,Cash,03-11-2021,Istinye Park,20.92,14.644,6.276000000000002,5,Fast Moving,30.000000000000004,Healthy
I318521,C354398,Female,23,Clothing,5,1500.4,Cash,16-11-2021,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,62,Fast Moving,30.000000000000004,Healthy
I222827,C317063,Female,25,Clothing,3,900.24,Credit Card,27-11-2022,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,5,Fast Moving,30.000000000000004,Healthy
I649554,C156360,Female,63,Toys,3,107.52,Debit Card,02-08-2021,Kanyon,322.56,225.79199999999997,96.76800000000003,115,Slow Moving,30.00000000000001,Healthy
I111055,C474896,Male,68,Technology,1,1050.0,Credit Card,26-08-2022,Mall of Istanbul,1050.0,735.0,315.0,38,Fast Moving,30.0,Healthy
I570709,C140082,Male,58,Shoes,1,600.17,Debit Card,08-09-2021,Cevahir AVM,600.17,420.11899999999997,180.051,100,Slow Moving,30.0,Healthy
I251307,C240510,Male,58,Shoes,1,600.17,Debit Card,01-01-2022,Mall of Istanbul,600.17,420.11899999999997,180.051,52,Fast Moving,30.0,Healthy
I117277,C292758,Male,47,Clothing,1,300.08,Credit Card,11-01-2023,Istinye Park,300.08,210.05599999999998,90.024,93,Slow Moving,30.000000000000004,Healthy
I240824,C222262,Female,22,Clothing,5,1500.4,Credit Card,28-08-2021,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,108,Slow Moving,30.000000000000004,Healthy
I135134,C130016,Female,51,Cosmetics,1,40.66,Credit Card,01-03-2021,Metrocity,40.66,28.461999999999996,12.198,113,Slow Moving,30.000000000000004,Healthy
I222401,C305749,Male,56,Food & Beverage,5,26.15,Cash,22-05-2021,Viaport Outlet,130.75,91.52499999999999,39.22500000000001,5,Fast Moving,30.000000000000004,Healthy
I263185,C316261,Male,33,Clothing,5,1500.4,Cash,09-03-2021,Kanyon,7502.0,5251.4,2250.6000000000004,20,Fast Moving,30.000000000000004,Healthy
I311849,C178487,Male,27,Technology,5,5250.0,Debit Card,21-04-2021,Cevahir AVM,26250.0,18375.0,7875.0,65,Fast Moving,30.0,Healthy
I137332,C205731,Male,50,Shoes,4,2400.68,Cash,03-05-2021,Istinye Park,9602.72,6721.9039999999995,2880.816,107,Slow Moving,30.0,Healthy
I319596,C171122,Female,49,Technology,1,1050.0,Cash,13-01-2022,Istinye Park,1050.0,735.0,315.0,68,Fast Moving,30.0,Healthy
I632642,C266021,Female,52,Souvenir,5,58.65,Cash,12-03-2022,Mall of Istanbul,293.25,205.27499999999998,87.97500000000002,67,Fast Moving,30.00000000000001,Healthy
I127930,C576719,Male,54,Clothing,1,300.08,Cash,15-11-2022,Kanyon,300.08,210.05599999999998,90.024,73,Fast Moving,30.000000000000004,Healthy
I258931,C254022,Male,19,Cosmetics,3,121.98,Credit Card,20-10-2021,Emaar Square Mall,365.94,256.15799999999996,109.78200000000004,26,Fast Moving,30.00000000000001,Healthy
I230411,C121489,Female,49,Cosmetics,5,203.3,Debit Card,30-09-2021,Mall of Istanbul,1016.5,711.55,304.95000000000005,97,Slow Moving,30.000000000000004,Healthy
I136610,C211545,Female,44,Cosmetics,4,162.64,Credit Card,31-01-2021,Mall of Istanbul,650.56,455.39199999999994,195.168,71,Fast Moving,30.000000000000004,Healthy
I234673,C245349,Male,69,Food & Beverage,4,20.92,Credit Card,08-07-2021,Metropol AVM,83.68,58.576,25.104000000000006,80,Slow Moving,30.000000000000004,Healthy
I138615,C644605,Female,41,Clothing,5,1500.4,Debit Card,07-10-2021,Kanyon,7502.0,5251.4,2250.6000000000004,30,Fast Moving,30.000000000000004,Healthy
I116541,C293936,Female,25,Toys,2,71.68,Cash,09-07-2021,Viaport Outlet,143.36,100.352,43.00800000000001,20,Fast Moving,30.000000000000004,Healthy
I332971,C387282,Female,51,Shoes,4,2400.68,Cash,13-01-2021,Istinye Park,9602.72,6721.9039999999995,2880.816,55,Fast Moving,30.0,Healthy
I786653,C405837,Female,53,Shoes,1,600.17,Cash,20-07-2022,Mall of Istanbul,600.17,420.11899999999997,180.051,105,Slow Moving,30.0,Healthy
I115338,C193298,Female,20,Clothing,3,900.24,Credit Card,01-09-2021,Emaar Square Mall,2700.7200000000003,1890.5040000000001,810.2160000000001,90,Slow Moving,30.000000000000004,Healthy
I201131,C363987,Male,62,Clothing,1,300.08,Cash,25-10-2022,Cevahir AVM,300.08,210.05599999999998,90.024,61,Fast Moving,30.000000000000004,Healthy
I328046,C995929,Female,30,Cosmetics,3,121.98,Debit Card,17-06-2022,Mall of Istanbul,365.94,256.15799999999996,109.78200000000004,33,Fast Moving,30.00000000000001,Healthy
I153790,C236969,Female,47,Cosmetics,1,40.66,Cash,09-05-2021,Viaport Outlet,40.66,28.461999999999996,12.198,82,Slow Moving,30.000000000000004,Healthy
I251311,C145797,Male,40,Shoes,4,2400.68,Credit Card,29-04-2022,Emaar Square Mall,9602.72,6721.9039999999995,2880.816,96,Slow Moving,30.0,Healthy
I326582,C241450,Female,35,Clothing,3,900.24,Credit Card,09-11-2021,Metrocity,2700.7200000000003,1890.5040000000001,810.2160000000001,73,Fast Moving,30.000000000000004,Healthy
I474661,C196296,Female,41,Cosmetics,5,203.3,Cash,08-10-2021,Mall of Istanbul,1016.5,711.55,304.95000000000005,51,Fast Moving,30.000000000000004,Healthy
I160638,C306908,Female,48,Clothing,2,600.16,Cash,29-05-2022,Kanyon,1200.32,840.2239999999999,360.096,117,Slow Moving,30.000000000000004,Healthy
I437948,C141984,Male,26,Food & Beverage,5,26.15,Cash,22-08-2022,Metrocity,130.75,91.52499999999999,39.22500000000001,98,Slow Moving,30.000000000000004,Healthy
I282321,C720642,Female,27,Food & Beverage,1,5.23,Cash,16-11-2022,Kanyon,5.23,3.661,1.5690000000000004,114,Slow Moving,30.000000000000004,Healthy
I707747,C270638,Female,26,Souvenir,5,58.65,Debit Card,17-08-2022,Kanyon,293.25,205.27499999999998,87.97500000000002,66,Fast Moving,30.00000000000001,Healthy
I158486,C858536,Female,65,Food & Beverage,3,15.69,Credit Card,10-02-2023,Istinye Park,47.07,32.949,14.121000000000002,73,Fast Moving,30.000000000000004,Healthy
I224933,C289573,Female,25,Cosmetics,2,81.32,Credit Card,20-01-2021,Kanyon,162.64,113.84799999999998,48.792,80,Slow Moving,30.000000000000004,Healthy
I164873,C122094,Female,19,Books,4,60.6,Credit Card,19-05-2022,Metrocity,242.4,169.68,72.72,20,Fast Moving,30.0,Healthy
I325555,C162986,Male,21,Technology,4,4200.0,Credit Card,30-01-2023,Metrocity,16800.0,11760.0,5040.0,94,Slow Moving,30.0,Healthy
I325396,C271881,Female,61,Food & Beverage,5,26.15,Cash,25-02-2021,Istinye Park,130.75,91.52499999999999,39.22500000000001,94,Slow Moving,30.000000000000004,Healthy
I280155,C214260,Female,65,Toys,5,179.2,Debit Card,18-12-2022,Mall of Istanbul,896.0,627.1999999999999,268.80000000000007,52,Fast Moving,30.00000000000001,Healthy
I156562,C209210,Female,23,Cosmetics,4,162.64,Credit Card,16-07-2022,Metrocity,650.56,455.39199999999994,195.168,89,Slow Moving,30.000000000000004,Healthy
I332361,C296477,Male,42,Clothing,3,900.24,Cash,18-01-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,43,Fast Moving,30.000000000000004,Healthy
I317628,C134069,Male,33,Food & Beverage,3,15.69,Credit Card,11-09-2021,Mall of Istanbul,47.07,32.949,14.121000000000002,104,Slow Moving,30.000000000000004,Healthy
I907952,C241442,Female,54,Clothing,2,600.16,Credit Card,07-08-2022,Metropol AVM,1200.32,840.2239999999999,360.096,37,Fast Moving,30.000000000000004,Healthy
I281621,C312418,Female,67,Food & Beverage,4,20.92,Credit Card,31-01-2021,Kanyon,83.68,58.576,25.104000000000006,98,Slow Moving,30.000000000000004,Healthy
I289841,C127004,Female,41,Food & Beverage,1,5.23,Cash,15-07-2021,Cevahir AVM,5.23,3.661,1.5690000000000004,105,Slow Moving,30.000000000000004,Healthy
I335087,C198868,Female,57,Books,5,75.75,Cash,16-10-2021,Kanyon,378.75,265.125,113.625,27,Fast Moving,30.0,Healthy
I239889,C173860,Female,35,Clothing,1,300.08,Cash,29-03-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,14,Fast Moving,30.000000000000004,Healthy
I742907,C186098,Male,62,Clothing,1,300.08,Cash,22-09-2021,Metropol AVM,300.08,210.05599999999998,90.024,73,Fast Moving,30.000000000000004,Healthy
I271714,C285261,Male,26,Toys,1,35.84,Cash,20-03-2021,Emaar Square Mall,35.84,25.088,10.752000000000002,104,Slow Moving,30.000000000000004,Healthy
I457421,C214662,Male,48,Cosmetics,4,162.64,Cash,28-08-2022,Kanyon,650.56,455.39199999999994,195.168,38,Fast Moving,30.000000000000004,Healthy
I246390,C163444,Female,57,Clothing,4,1200.32,Cash,03-06-2022,Metropol AVM,4801.28,3360.8959999999997,1440.384,56,Fast Moving,30.000000000000004,Healthy
I179338,C533520,Female,53,Shoes,2,1200.34,Cash,27-03-2021,Istinye Park,2400.68,1680.4759999999999,720.204,99,Slow Moving,30.0,Healthy
I254528,C339565,Male,58,Cosmetics,4,162.64,Cash,04-11-2021,Mall of Istanbul,650.56,455.39199999999994,195.168,14,Fast Moving,30.000000000000004,Healthy
I299925,C202977,Female,32,Clothing,2,600.16,Credit Card,11-08-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,23,Fast Moving,30.000000000000004,Healthy
I321373,C237063,Female,23,Food & Beverage,5,26.15,Cash,05-08-2022,Zorlu Center,130.75,91.52499999999999,39.22500000000001,62,Fast Moving,30.000000000000004,Healthy
I966684,C108497,Female,49,Toys,4,143.36,Cash,02-10-2022,Mall of Istanbul,573.44,401.408,172.03200000000004,100,Slow Moving,30.000000000000004,Healthy
I726807,C219299,Female,26,Clothing,4,1200.32,Credit Card,30-12-2022,Viaport Outlet,4801.28,3360.8959999999997,1440.384,5,Fast Moving,30.000000000000004,Healthy
I333100,C247547,Female,62,Clothing,5,1500.4,Credit Card,05-01-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,73,Fast Moving,30.000000000000004,Healthy
I207643,C190917,Male,30,Toys,1,35.84,Cash,28-02-2022,Mall of Istanbul,35.84,25.088,10.752000000000002,113,Slow Moving,30.000000000000004,Healthy
I647207,C337220,Female,28,Clothing,2,600.16,Credit Card,10-11-2022,Kanyon,1200.32,840.2239999999999,360.096,8,Fast Moving,30.000000000000004,Healthy
I330964,C217919,Female,65,Shoes,2,1200.34,Debit Card,29-11-2022,Metropol AVM,2400.68,1680.4759999999999,720.204,20,Fast Moving,30.0,Healthy
I237324,C112544,Female,56,Toys,1,35.84,Credit Card,21-08-2021,Forum Istanbul,35.84,25.088,10.752000000000002,28,Fast Moving,30.000000000000004,Healthy
I269825,C168912,Female,40,Food & Beverage,3,15.69,Cash,29-06-2021,Mall of Istanbul,47.07,32.949,14.121000000000002,84,Slow Moving,30.000000000000004,Healthy
I305024,C279747,Male,55,Clothing,4,1200.32,Credit Card,07-07-2021,Kanyon,4801.28,3360.8959999999997,1440.384,6,Fast Moving,30.000000000000004,Healthy
I223568,C249401,Female,61,Toys,2,71.68,Credit Card,27-08-2022,Istinye Park,143.36,100.352,43.00800000000001,117,Slow Moving,30.000000000000004,Healthy
I194268,C128618,Female,35,Souvenir,5,58.65,Cash,26-02-2023,Metropol AVM,293.25,205.27499999999998,87.97500000000002,96,Slow Moving,30.00000000000001,Healthy
I155448,C182105,Female,37,Shoes,1,600.17,Cash,27-12-2021,Mall of Istanbul,600.17,420.11899999999997,180.051,36,Fast Moving,30.0,Healthy
I205336,C331127,Male,32,Cosmetics,1,40.66,Cash,01-02-2023,Istinye Park,40.66,28.461999999999996,12.198,95,Slow Moving,30.000000000000004,Healthy
I171351,C286564,Female,68,Souvenir,1,11.73,Debit Card,10-02-2022,Kanyon,11.73,8.211,3.519,88,Slow Moving,30.0,Healthy
I249223,C188064,Female,44,Clothing,2,600.16,Cash,31-01-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,28,Fast Moving,30.000000000000004,Healthy
I258001,C293329,Female,61,Cosmetics,4,162.64,Credit Card,25-11-2021,Kanyon,650.56,455.39199999999994,195.168,16,Fast Moving,30.000000000000004,Healthy
I231029,C113739,Male,38,Clothing,4,1200.32,Cash,18-01-2023,Istinye Park,4801.28,3360.8959999999997,1440.384,54,Fast Moving,30.000000000000004,Healthy
I163202,C836254,Female,66,Clothing,3,900.24,Credit Card,15-03-2021,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,39,Fast Moving,30.000000000000004,Healthy
I169427,C245894,Female,53,Clothing,5,1500.4,Cash,03-12-2022,Forum Istanbul,7502.0,5251.4,2250.6000000000004,37,Fast Moving,30.000000000000004,Healthy
I737161,C144894,Female,21,Food & Beverage,4,20.92,Credit Card,24-04-2022,Mall of Istanbul,83.68,58.576,25.104000000000006,37,Fast Moving,30.000000000000004,Healthy
I225327,C190794,Male,61,Cosmetics,2,81.32,Cash,19-08-2022,Cevahir AVM,162.64,113.84799999999998,48.792,65,Fast Moving,30.000000000000004,Healthy
I159355,C142508,Female,32,Food & Beverage,4,20.92,Debit Card,28-11-2021,Metropol AVM,83.68,58.576,25.104000000000006,55,Fast Moving,30.000000000000004,Healthy
I280408,C135555,Female,46,Clothing,1,300.08,Cash,14-06-2021,Viaport Outlet,300.08,210.05599999999998,90.024,47,Fast Moving,30.000000000000004,Healthy
I323785,C501563,Male,25,Toys,2,71.68,Cash,08-01-2021,Kanyon,143.36,100.352,43.00800000000001,105,Slow Moving,30.000000000000004,Healthy
I257286,C152590,Female,49,Cosmetics,1,40.66,Credit Card,12-05-2021,Mall of Istanbul,40.66,28.461999999999996,12.198,16,Fast Moving,30.000000000000004,Healthy
I331405,C772839,Female,26,Clothing,3,900.24,Cash,02-11-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,71,Fast Moving,30.000000000000004,Healthy
I306957,C623421,Female,40,Clothing,2,600.16,Credit Card,17-09-2022,Cevahir AVM,1200.32,840.2239999999999,360.096,69,Fast Moving,30.000000000000004,Healthy
I147079,C222949,Female,20,Clothing,4,1200.32,Credit Card,01-05-2022,Metropol AVM,4801.28,3360.8959999999997,1440.384,37,Fast Moving,30.000000000000004,Healthy
I829259,C133451,Female,38,Cosmetics,4,162.64,Cash,17-11-2022,Viaport Outlet,650.56,455.39199999999994,195.168,44,Fast Moving,30.000000000000004,Healthy
I296251,C195342,Female,63,Cosmetics,2,81.32,Cash,17-06-2022,Metrocity,162.64,113.84799999999998,48.792,78,Slow Moving,30.000000000000004,Healthy
I808238,C336400,Male,25,Shoes,2,1200.34,Credit Card,14-07-2022,Mall of Istanbul,2400.68,1680.4759999999999,720.204,47,Fast Moving,30.0,Healthy
I891465,C175833,Female,19,Clothing,1,300.08,Cash,21-07-2022,Metrocity,300.08,210.05599999999998,90.024,48,Fast Moving,30.000000000000004,Healthy
I563052,C246602,Female,53,Cosmetics,4,162.64,Cash,28-07-2021,Metrocity,650.56,455.39199999999994,195.168,33,Fast Moving,30.000000000000004,Healthy
I130443,C329003,Female,51,Shoes,1,600.17,Cash,08-06-2021,Istinye Park,600.17,420.11899999999997,180.051,17,Fast Moving,30.0,Healthy
I241690,C270340,Male,56,Souvenir,2,23.46,Credit Card,14-06-2022,Kanyon,46.92,32.844,14.076,16,Fast Moving,30.0,Healthy
I643231,C330141,Male,29,Toys,4,143.36,Cash,03-02-2021,Kanyon,573.44,401.408,172.03200000000004,99,Slow Moving,30.000000000000004,Healthy
I295337,C121707,Female,20,Shoes,4,2400.68,Debit Card,05-08-2022,Mall of Istanbul,9602.72,6721.9039999999995,2880.816,50,Fast Moving,30.0,Healthy
I265980,C112452,Female,35,Books,1,15.15,Credit Card,01-04-2022,Forum Istanbul,15.15,10.605,4.545,6,Fast Moving,30.0,Healthy
I293153,C269710,Female,62,Food & Beverage,2,10.46,Cash,10-11-2022,Metropol AVM,20.92,14.644,6.276000000000002,119,Slow Moving,30.000000000000004,Healthy
I193148,C297610,Female,32,Clothing,4,1200.32,Cash,11-02-2023,Cevahir AVM,4801.28,3360.8959999999997,1440.384,118,Slow Moving,30.000000000000004,Healthy
I318625,C319935,Male,48,Technology,5,5250.0,Cash,26-02-2023,Zorlu Center,26250.0,18375.0,7875.0,39,Fast Moving,30.0,Healthy
I142245,C785507,Male,43,Cosmetics,3,121.98,Debit Card,01-12-2022,Zorlu Center,365.94,256.15799999999996,109.78200000000004,91,Slow Moving,30.00000000000001,Healthy
I205906,C217834,Female,57,Clothing,4,1200.32,Credit Card,04-02-2021,Kanyon,4801.28,3360.8959999999997,1440.384,85,Slow Moving,30.000000000000004,Healthy
I277462,C709370,Male,33,Clothing,2,600.16,Cash,22-09-2021,Metrocity,1200.32,840.2239999999999,360.096,94,Slow Moving,30.000000000000004,Healthy
I753100,C216369,Female,49,Food & Beverage,1,5.23,Cash,05-03-2021,Emaar Square Mall,5.23,3.661,1.5690000000000004,12,Fast Moving,30.000000000000004,Healthy
I610847,C322689,Female,29,Clothing,4,1200.32,Cash,06-02-2023,Metrocity,4801.28,3360.8959999999997,1440.384,97,Slow Moving,30.000000000000004,Healthy
I295181,C146203,Female,43,Food & Beverage,2,10.46,Credit Card,17-11-2022,Metrocity,20.92,14.644,6.276000000000002,30,Fast Moving,30.000000000000004,Healthy
I198308,C611809,Female,36,Food & Beverage,5,26.15,Credit Card,11-10-2021,Metrocity,130.75,91.52499999999999,39.22500000000001,78,Slow Moving,30.000000000000004,Healthy
I180570,C210236,Female,59,Shoes,5,3000.85,Cash,06-03-2021,Metrocity,15004.25,10502.974999999999,4501.2750000000015,94,Slow Moving,30.00000000000001,Healthy
I260475,C297118,Female,31,Clothing,5,1500.4,Credit Card,17-03-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,38,Fast Moving,30.000000000000004,Healthy
I251024,C180586,Female,51,Food & Beverage,2,10.46,Debit Card,09-02-2021,Mall of Istanbul,20.92,14.644,6.276000000000002,119,Slow Moving,30.000000000000004,Healthy
I302151,C314705,Male,27,Technology,4,4200.0,Cash,15-03-2021,Kanyon,16800.0,11760.0,5040.0,109,Slow Moving,30.0,Healthy
I145917,C272419,Female,62,Cosmetics,5,203.3,Credit Card,01-02-2023,Forum Istanbul,1016.5,711.55,304.95000000000005,11,Fast Moving,30.000000000000004,Healthy
I254721,C282520,Male,44,Clothing,5,1500.4,Debit Card,27-09-2021,Kanyon,7502.0,5251.4,2250.6000000000004,72,Fast Moving,30.000000000000004,Healthy
I103120,C319624,Female,18,Shoes,4,2400.68,Debit Card,20-02-2022,Mall of Istanbul,9602.72,6721.9039999999995,2880.816,62,Fast Moving,30.0,Healthy
I173288,C264687,Female,52,Food & Beverage,5,26.15,Credit Card,25-01-2023,Metrocity,130.75,91.52499999999999,39.22500000000001,118,Slow Moving,30.000000000000004,Healthy
I279088,C140543,Male,60,Technology,3,3150.0,Credit Card,30-07-2021,Metrocity,9450.0,6615.0,2835.0,113,Slow Moving,30.0,Healthy
I190414,C339391,Female,34,Food & Beverage,3,15.69,Debit Card,18-04-2021,Forum Istanbul,47.07,32.949,14.121000000000002,79,Slow Moving,30.000000000000004,Healthy
I613381,C285587,Male,47,Clothing,1,300.08,Cash,08-02-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,33,Fast Moving,30.000000000000004,Healthy
I107697,C137134,Female,58,Toys,1,35.84,Cash,18-08-2022,Istinye Park,35.84,25.088,10.752000000000002,40,Fast Moving,30.000000000000004,Healthy
I193600,C103896,Female,51,Clothing,4,1200.32,Credit Card,10-09-2021,Istinye Park,4801.28,3360.8959999999997,1440.384,93,Slow Moving,30.000000000000004,Healthy
I165090,C315479,Female,32,Clothing,3,900.24,Debit Card,27-07-2021,Forum Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,25,Fast Moving,30.000000000000004,Healthy
I260728,C181912,Female,23,Toys,5,179.2,Credit Card,03-04-2021,Kanyon,896.0,627.1999999999999,268.80000000000007,40,Fast Moving,30.00000000000001,Healthy
I164219,C335107,Female,38,Toys,4,143.36,Cash,03-06-2021,Cevahir AVM,573.44,401.408,172.03200000000004,14,Fast Moving,30.000000000000004,Healthy
I318282,C121510,Male,63,Souvenir,2,23.46,Credit Card,12-01-2021,Metrocity,46.92,32.844,14.076,105,Slow Moving,30.0,Healthy
